"lang	form	an3_notflat	n3	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXmNvn1	-11.6022631676	-11.9549889413	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXlLvo1	-11.5206840474	-11.9869321486	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXrNvo1	-11.3552480542	-11.194695553	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXtNfo1	-11.9204426204	-11.9266429151	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CKXtNfo1	-13.3217972584	-13.3400785499	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXsNfo1	-13.0145715099	-13.1219238047	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXmNvn1	-12.2826021434	-12.3479673538	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXlLvo1	-15.5816549049	-15.5938353181	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXtNfo1	-11.63318194	-11.6559141216	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CKXtNfo1	-11.9620974755	-12.0059600139	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXsNfo1	-11.449504332	-11.500799644	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXmNvn1	-10.9944134709	-10.9866121831	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXlLvo1	-11.2690025061	-11.2640504593	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXtNfo1	-13.3167243213	-14.2806485793	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CKXtNfo1	-13.8767133691	-14.8390898428	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXsNfo1	-14.6486515661	-15.6070492503	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXmNvn1	-13.1859890289	-14.1442482934	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXlLvo1	-14.245837898	-15.2218705038	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXrNvo1	-14.5960481649	-15.6481931701	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXtNfo1	-11.5714572761	-11.6672967569	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CKXtNfo1	-12.5443669965	-12.6361124134	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXsNfo1	-13.6386934625	-13.7244117676	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXmNvn1	-12.3401649726	-12.4265853058	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXlLvo1	-12.5543630664	-12.6601515867	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXrNvo1 CTXtNfo1	-12.2230299095	-12.0621801255	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXrNvo1 CKXtNfo1	-15.5063591245	-15.3655685237	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXrNvo1 CTXsNfo1	-13.8735920816	-13.8135235652	"
"CMUDict10000	CJXlNvo1 VEZuNvo1 CTXlLvo1 CTXtNfo1	-17.970896725	-17.5854226563	"
"CMUDict10000	CJXlNvo1 VEZuNvo1 CTXlLvo1 CTXsNfo1	-19.4463359382	-19.2201743194	"
"CMUDict10000	CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXtNfo1	-13.8901222601	-13.85012387	"
"CMUDict10000	CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXsNfo1	-17.1074394327	-17.1440928508	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXlLvo1 CTXtNfo1	-13.5873917387	-13.9745817127	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXlLvo1 CTXsNfo1	-17.3703743285	-17.7249443728	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXlLvo1 CTXtNfo1	-20.1469820599	-19.4799233055	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXlLvo1 CTXsNfo1	-17.750742481	-17.8927946992	"
"CMUDict10000	CJXlNvo1 VEZuNvo1 CTXmNvn1 CTXtNfo1	-17.9980591446	-18.0449155325	"
"CMUDict10000	CJXlNvo1 VEZuNvo1 CTXmNvn1 CTXsNfo1	-17.3585044821	-17.5201170994	"
"CMUDict10000	CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXtNfo1	-12.9575052539	-12.8229376533	"
"CMUDict10000	CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXsNfo1	-14.6789294573	-15.7320716912	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXmNvn1 CTXtNfo1	-13.857120488	-14.0759438857	"
"CMUDict10000	CJXlNvo1 VAWrNvo1 CTXmNvn1 CTXsNfo1	-15.8748706016	-16.2840853379	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXmNvn1 CTXtNfo1	-15.9369192739	-15.8156607979	"
"CMUDict10000	CJXlNvo1 VBXuNvo1 CTXrNvo1 CTXmNvn1 CTXsNfo1	-17.2876979624	-17.5048317972	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXsNfo1 CTXtNfo1	-13.2084507855	-13.2611142317	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXmNvn1 CTXtNfo1	-12.9273692437	-12.8902129635	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXmNvn1 CTXsNfo1	-14.299940865	-14.2947587584	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXlLvo1 CTXtNfo1	-12.9311433543	-12.9427598821	"
"CMUDict10000	CJXlNvo1 VDUrNvo1 VEWrNvo1 CTXlLvo1 CTXsNfo1	-15.3812575357	-15.4261677143	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXsNfo1 CTXtNfo1	-15.964699826	-16.9165099214	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-15.1781552721	-16.1234600821	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-16.2574145016	-17.2232510754	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-18.3422658861	-19.3358447606	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-20.4035616893	-21.4449797631	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-18.0028390699	-19.0069704078	"
"CMUDict10000	CJXlNvo1 VAWuNvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-19.606720598	-20.701131327	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXsNfo1 CTXtNfo1	-14.9547417224	-15.0338724387	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-14.3323312159	-14.4057970945	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-15.4115904453	-15.5055880878	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-16.6507910545	-16.7741258434	"
"CMUDict10000	CJXlNvo1 VDZuNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-18.7120868577	-18.883260846	"
"CMUDict10000	CTXtNvo1 CSXsNvo1 VAWuNvo1 CTXrNvo1 CBXmNvn1	-14.4882734595	-14.3174461359	"
"CMUDict10000	CTXtNvo1 CSXsNvo1 VAWuNvo1 CTXrNvo1 CTXmNvn1	-13.6054769628	-13.4520373119	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1	-10.6873475246	-10.6531346269	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXtNfo1	-11.8458117187	-12.0685954882	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CKXtNfo1	-14.1731492075	-14.1985783215	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXsNfo1	-12.4407635586	-12.912871745	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1	-11.1811022897	-11.3824922876	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1	-13.1782683665	-13.3058359689	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXtNfo1	-15.9743669615	-15.9350422908	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXsNfo1	-19.1916841341	-19.2290112717	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXtNfo1	-15.0417499311	-14.9078560741	"
"CMUDict10000	CBXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXsNfo1	-16.7631741345	-17.8169901121	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1	-9.98664323053	-9.83278669682	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXtNfo1	-11.145107553	-11.2482475581	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CKXtNfo1	-13.472444986	-13.3782303915	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXsNfo1	-11.7400592563	-12.092523815	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1	-10.4803980888	-10.5621443575	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1	-12.4775640834	-12.4854880388	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXtNfo1	-15.2736626784	-15.1146943608	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXsNfo1	-18.490979851	-18.4086633416	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXtNfo1	-14.3410457302	-14.0875081441	"
"CMUDict10000	CKXtNfo1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXsNfo1	-16.0624699336	-16.996642182	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1	-10.9818402534	-10.9318373673	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXtNfo1	-12.1403044474	-12.3472982286	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CKXtNfo1	-14.4676419363	-14.4772810619	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXsNfo1	-12.7352562873	-13.1915744854	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXmNvn1	-11.4755950184	-11.661195028	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXlLvo1	-13.4727610953	-13.5845387093	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXtNfo1	-16.2688596903	-16.2137450312	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXlLvo1 CTXsNfo1	-19.4861768629	-19.507714012	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXtNfo1	-15.3362426598	-15.1865588145	"
"CMUDict10000	CBXmNvn1 CJXlNvo1 VEUrNvo1 CTXmNvn1 CTXsNfo1	-17.0576668632	-18.0956928525	"
"CMUDict10000	CFXsNfo1 VEYuNvo1 CBXtNfo1	-11.5601166777	-12.2559775797	"
"CMUDict10000	CFXsNfo1 VBYuNvo1 CBXtNfo1	-14.0584646303	-14.4913641534	"
"CMUDict10000	CFXsNfo1 VAYuNvo1 CBXtNfo1	-11.5383143742	-11.5885622818	"
"CMUDict10000	CFXsNfo1 VEYuNvo1 CTXrNvo1 CBXtNfo1	-18.2017687443	-18.4116691417	"
"CMUDict10000	CFXsNfo1 VEYuNvo1 CBXmNvn1 CBXtNfo1	-13.8885282996	-14.5132002836	"
"CMUDict10000	CFXsNfo1 VBYuNvo1 CBXmNvn1 CBXtNfo1	-13.3105312975	-13.1870432782	"
"CMUDict10000	CFXsNfo1 VAYuNvo1 CBXmNvn1 CBXtNfo1	-12.5971036688	-12.8832605181	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VEYuNvo1 CBXtNfo1	-12.8493394101	-12.8719083345	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBYuNvo1 CBXtNfo1	-13.0710394411	-13.0047992115	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAYuNvo1 CBXtNfo1	-12.6045989175	-12.5013753483	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CBXtNfo1	-20.7221156711	-20.4196493163	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VEYuNvo1 CBXmNvn1 CBXtNfo1	-14.7186021679	-14.7121123982	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VBYuNvo1 CBXmNvn1 CBXtNfo1	-14.6465428577	-14.5609994866	"
"CMUDict10000	CFXsNfo1 CTXlLvo1 VAYuNvo1 CBXmNvn1 CBXtNfo1	-13.8490993314	-13.8476015182	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VEYuNvo1 CBXtNfo1	-12.3725126761	-12.4467091564	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VBYuNvo1 CBXtNfo1	-12.8045439755	-12.7186437147	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAYuNvo1 CBXtNfo1	-12.2882304901	-12.1587248453	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CBXtNfo1	-20.5855746343	-20.3623734636	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VEYuNvo1 CBXmNvn1 CBXtNfo1	-14.6859801155	-14.7257786619	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VBYuNvo1 CBXmNvn1 CBXtNfo1	-14.7568833404	-14.6654147276	"
"CMUDict10000	CFXsNfo1 CTXrNvo1 VAYuNvo1 CBXmNvn1 CBXtNfo1	-13.3207630523	-13.2908932947	"
"CMUDict10000	VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-19.9519807224	-20.09193098	"
"CMUDict10000	CBXtNfo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.4931244218	-21.6406056166	"
"CMUDict10000	CKXtNfo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.5740395099	-23.0311438783	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXtNfo1	-10.7053950885	-10.7099989007	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CKXtNfo1	-13.3356812649	-13.602705081	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXsNfo1	-9.43131393545	-9.40376954	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CBXmNvn1	-10.5154318078	-10.4334367788	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXmNvn1	-7.95059533895	-7.99331466462	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXlLvo1	-7.95681556879	-7.9883897707	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXlLvo1 CTXtNfo1	-12.0812112402	-12.1613152668	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXlLvo1 CTXsNfo1	-14.901688197	-15.0176807426	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXmNvn1 CTXtNfo1	-10.7669531401	-10.8098278381	"
"CMUDict10000	CKXtNvo1 VBWuNvo1 CTXmNvn1 CTXsNfo1	-11.7268557499	-11.7880850083	"
"CMUDict10000	CTXsNfo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-21.1591728591	-21.3339857526	"
"CMUDict10000	CBXmNvn1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-20.942251961	-21.1258536837	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-23.0127830898	-23.2861106298	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.2326566642	-22.400612529	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-22.3078794451	-22.5159052936	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-25.4053628532	-25.5678201019	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-23.8385552427	-24.0478523595	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.0853128315	-24.2931857013	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.376004642	-24.5520070876	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.7498415627	-24.9828422445	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-25.2983906346	-25.5519639265	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.8657800072	-25.0712245635	"
"CMUDict10000	CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-24.5483266983	-24.7114115782	"
"CMUDict10000	CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-23.2752835432	-23.4758802125	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXtNfo1	-11.9215393217	-11.9971371393	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CKXtNfo1	-12.5193394751	-12.6119689285	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXsNfo1	-10.8328546672	-10.8989137457	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CBXmNvn1	-11.4245989034	-11.495796203	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXmNvn1	-10.2046065024	-10.2736984161	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXlLvo1	-13.359339287	-13.3589506002	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXlLvo1 CTXtNfo1	-17.4837349511	-17.5318760963	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXlLvo1 CTXsNfo1	-20.3042119141	-20.3882415721	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXmNvn1 CTXtNfo1	-13.0209643034	-13.0902115896	"
"CMUDict10000	CKXtNvo1 CTXlLvo1 VBWuNvo1 CTXmNvn1 CTXsNfo1	-13.9808669138	-14.0684687598	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXtNfo1	-10.5964201475	-10.5877845699	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CKXtNfo1	-11.0324399649	-11.0405968586	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXsNfo1	-9.39052245721	-9.37092531271	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CBXmNvn1	-10.4603085445	-10.4461751216	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXmNvn1	-9.05353430427	-9.03961500083	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXlLvo1	-9.75976737497	-9.73946502556	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXlLvo1 CTXtNfo1	-13.884163039	-13.9123905217	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXlLvo1 CTXsNfo1	-16.7046399904	-16.7687559974	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXmNvn1 CTXtNfo1	-11.8698921055	-11.8561281743	"
"CMUDict10000	CKXtNvo1 CTXrNvo1 VBWuNvo1 CTXmNvn1 CTXsNfo1	-12.8297947154	-12.8343853446	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-27.8450284684	-28.013885092	"
"CMUDict10000	CTXsNfo1 CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-26.8396094745	-27.0395145771	"
"CMUDict10000	CTXsNfo1 CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-25.2595034681	-25.4728754667	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-28.5817093775	-28.7155549733	"
"CMUDict10000	CTXsNfo1 CKXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1 CTXsNfo1 CTXtNfo1	-26.1397973894	-26.3476080071	"
"CMUDict10000	CHXsNfo1 VEYuNvo1 CTXrNvo1 CFXsNvo1	-19.5132934445	-19.392216979	"
"CMUDict10000	VEYuNvo1 CKXtNvo1	-8.93897978861	-8.96196138094	"
"CMUDict10000	VBYuNvo1 CKXtNvo1	-10.8454358527	-10.7347869771	"
"CMUDict10000	VAYuNvo1 CKXtNvo1	-10.0684884194	-10.1016214976	"
"CMUDict10000	CBXtNfo1 VEYuNvo1 CKXtNvo1	-11.9157905452	-11.9178312874	"
"CMUDict10000	CBXtNfo1 VBYuNvo1 CKXtNvo1	-12.9065379621	-12.7553510041	"
"CMUDict10000	CBXtNfo1 VAYuNvo1 CKXtNvo1	-11.2870151045	-11.3069978665	"
"CMUDict10000	CTXtNfo1 VBYuNvo1 CKXtNvo1	-15.3235870203	-15.13893003	"
"CMUDict10000	CTXtNfo1 VAYuNvo1 CKXtNvo1	-11.9278540919	-12.002099257	"
"CMUDict10000	CTXtNvo1 VBYuNvo1 CKXtNvo1	-11.3960829101	-11.3068237756	"
"CMUDict10000	CTXtNvo1 VAYuNvo1 CKXtNvo1	-11.4501736585	-11.4809460999	"
"CMUDict10000	CKXtNfo1 VEYuNvo1 CKXtNvo1	-12.4865366071	-12.3042443512	"
"CMUDict10000	CKXtNfo1 VBYuNvo1 CKXtNvo1	-14.7610769782	-14.2302842953	"
"CMUDict10000	CKXtNfo1 VAYuNvo1 CKXtNvo1	-13.0447655024	-12.366770461	"
"CMUDict10000	CTXsNfo1 VEYuNvo1 CKXtNvo1	-10.5087969195	-10.5393075252	"
"CMUDict10000	CTXsNfo1 VBYuNvo1 CKXtNvo1	-11.7102193475	-11.5828335457	"
"CMUDict10000	CTXsNfo1 VAYuNvo1 CKXtNvo1	-12.1096564833	-12.216398446	"
"CMUDict10000	CBXmNvn1 VEYuNvo1 CKXtNvo1	-11.3159100549	-11.3698180623	"
"CMUDict10000	CBXmNvn1 VBYuNvo1 CKXtNvo1	-12.2622940761	-12.1336513324	"
"CMUDict10000	CBXmNvn1 VAYuNvo1 CKXtNvo1	-9.94136813909	-9.95033180712	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CKXtNvo1	-11.4397772789	-11.4618560659	"
"CMUDict10000	CTXmNvn1 VBYuNvo1 CKXtNvo1	-12.6320735294	-12.524939409	"
"CMUDict10000	CTXmNvn1 VAYuNvo1 CKXtNvo1	-12.0671155355	-12.0621521857	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CKXtNvo1	-10.9179382583	-10.9048427192	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CKXtNvo1	-11.1824554502	-11.0770210779	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CKXtNvo1	-11.6615795862	-11.6859700377	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CKXtNvo1	-10.6502926613	-10.6777873932	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CKXtNvo1	-12.1724619999	-12.0598823658	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CKXtNvo1	-12.3686962797	-12.3715539999	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CKXtNvo1	-14.0906444385	-14.0720502921	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CKXtNvo1	-14.1815057265	-14.0909643174	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CKXtNvo1	-13.7037587666	-13.7304596884	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CKXtNvo1	-12.1809684068	-12.209734459	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CKXtNvo1	-13.5305159692	-13.4123835098	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CKXtNvo1	-14.9139448901	-14.92280448	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CKXtNvo1	-12.4277260514	-12.4550678008	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CKXtNvo1	-14.7598043467	-14.641795513	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CKXtNvo1	-13.4433173385	-13.4451364183	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CKXtNvo1	-12.7184178619	-12.7138891871	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CKXtNvo1	-15.1655156638	-15.0938132728	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CKXtNvo1	-14.9662868096	-14.9191267182	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CKXtNvo1	-15.1235005787	-15.2268066231	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VBYuNvo1 CKXtNvo1	-15.8581362652	-15.9062741718	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VAYuNvo1 CKXtNvo1	-14.1448941616	-14.0935425918	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VEYuNvo1 CKXtNvo1	-13.7253848253	-13.7277093626	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VBYuNvo1 CKXtNvo1	-15.8961864774	-15.6959540837	"
"CMUDict10000	CTXsNfo1 CTXmNvn1 VAYuNvo1 CKXtNvo1	-15.2015196939	-15.1230350399	"
"CMUDict10000	CTXsNfo1 CTXlLvo1 VEYuNvo1 CKXtNvo1	-13.551061616	-13.5754547538	"
