"lang	form	an3_notflat	n3	"
"CMUDict10000	CTXmNvn1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-13.7784180801	-13.7635480855	"
"CMUDict10000	CTXmNvn1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-12.328873493	-12.5723762672	"
"CMUDict10000	CTXmNvn1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-13.9459948112	-14.2146802413	"
"CMUDict10000	CTXmNvn1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-11.630574531	-11.6094786592	"
"CMUDict10000	CTXmNvn1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-12.14956808	-12.1492771212	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXtNfo1	-9.89669843072	-9.93476132274	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CKXtNfo1	-8.13077879843	-8.15568264408	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXsNfo1	-9.51711926915	-9.52485881878	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CBXmNvn1	-10.2703294377	-10.3443363027	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXmNvn1	-8.29738081484	-8.31180193867	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXlLvo1	-10.7503386307	-10.754463807	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1	-10.6444898364	-10.7983669777	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXtNfo1	-8.41425122843	-8.43743019956	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CKXtNfo1	-8.53565378953	-8.57244414291	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXsNfo1	-9.45444118525	-9.46831270879	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CBXmNvn1	-10.7307133874	-10.8073182244	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXmNvn1	-9.8270710215	-9.88518893258	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXlLvo1	-10.9861634939	-10.8483008393	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXrNvo1	-10.5853973302	-10.5571221948	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXtNfo1	-9.80435264326	-9.84251602151	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CKXtNfo1	-9.37208627676	-9.39839739141	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXsNfo1	-10.0474118294	-10.2014964297	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CBXmNvn1	-9.89576776613	-9.98509734661	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXmNvn1	-9.02987259839	-9.04203837851	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXlLvo1	-14.6551560228	-14.5624528076	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-14.0512804893	-14.1571442154	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-18.0452139723	-18.2004663902	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-15.6551627938	-15.8513051346	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-14.8467666537	-14.8684380637	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-16.9080624169	-16.9775730663	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-13.7184913546	-13.5935094709	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-16.2744582408	-16.1774011161	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-16.4155337904	-16.3137198993	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-17.7034544008	-17.6293441713	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-10.2895470571	-10.2910137274	"
"CMUDict10000	CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-11.3688062908	-11.3908047206	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-10.0039419924	-10.0275285864	"
"CMUDict10000	CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-11.6210633199	-11.6698325605	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-10.2935206606	-10.2934686099	"
"CMUDict10000	CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-10.8125142189	-10.833267072	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXtNfo1	-9.53339103638	-9.5730145342	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CKXtNfo1	-7.92876844258	-7.95302753045	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXsNfo1	-9.4323863351	-9.44227136369	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CBXmNvn1	-10.449470003	-10.5305711838	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXmNvn1	-9.35637170028	-9.35901038179	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXlLvo1	-9.97725953657	-10.0259063572	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1	-10.7197143005	-10.9136597423	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXtNfo1	-8.59647983572	-8.61999791325	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CKXtNfo1	-8.99481193834	-9.03248507741	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXsNfo1	-8.96422661388	-8.99212523868	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CBXmNvn1	-11.2948469114	-11.3806656246	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXmNvn1	-9.45388731562	-9.49565209467	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXlLvo1	-9.7985764948	-9.80602058249	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXrNvo1	-11.2971294185	-11.2648643442	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXtNfo1	-10.6983755237	-10.742637709	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CKXtNfo1	-9.80148022891	-9.83168833252	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXsNfo1	-10.6827602686	-10.8399615344	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CBXmNvn1	-10.1206197351	-10.205751525	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXmNvn1	-9.29061421443	-9.3115280817	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXlLvo1	-12.8568579434	-12.9048756858	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-14.1265051302	-14.2724369801	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-18.1204367532	-18.3157591549	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-15.730387136	-15.9665978993	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-14.0736875585	-14.1398806139	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-16.1349832986	-16.2490156165	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-12.5309043547	-12.551229214	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-15.0868712106	-15.1351208592	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-14.6172357072	-14.6561427775	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-15.9051562487	-15.9717670494	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-11.3485379432	-11.3382221705	"
"CMUDict10000	CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-12.4277971755	-12.4380131637	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-9.63075829156	-9.63799174844	"
"CMUDict10000	CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-11.2478796098	-11.2802957225	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-10.5542622838	-10.5629583131	"
"CMUDict10000	CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-11.0732558328	-11.1027567752	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXtNfo1	-13.0694045681	-13.1019688957	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CKXtNfo1	-11.3034849871	-11.322890217	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXsNfo1	-12.6898254489	-12.6920663917	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CBXmNvn1	-13.4430356578	-13.5115438756	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1	-11.4700869971	-11.4790095116	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1	-13.9230448217	-13.9216713799	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1	-13.8171960255	-13.9655745506	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXtNfo1	-11.4133014716	-11.4513734391	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CKXtNfo1	-11.5347040802	-11.5863873824	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXsNfo1	-12.453491444	-12.4822559483	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CBXmNvn1	-13.7297637615	-13.8212614639	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1	-12.8261212828	-12.8991321721	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1	-13.9852137941	-13.8622440788	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXrNvo1	-13.584447622	-13.5710654343	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXtNfo1	-11.8465317892	-11.8870056722	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CKXtNfo1	-11.4142654856	-11.4428870421	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXsNfo1	-12.0895910135	-12.2459860804	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CBXmNvn1	-11.9379470386	-12.0295869973	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1	-11.0720517931	-11.0865280292	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1	-16.6973352475	-16.6069424583	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-17.2239866783	-17.3243517883	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-21.2179201613	-21.3676739631	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-18.8278689828	-19.0185127075	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-18.0194728447	-18.0356456366	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-20.0807686079	-20.1447806392	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-16.7175416548	-16.6074527104	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-19.273508541	-19.1913443556	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-18.4577130151	-18.35820955	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-19.7456336255	-19.6738338219	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-13.4622532394	-13.4582213003	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-14.5415124731	-14.5580122935	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-13.0029922537	-13.0414718259	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-14.6201135812	-14.6837758	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-12.3356998553	-12.3379582606	"
"CMUDict10000	CBXtNfo1 CTXlLvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-12.8546934137	-12.8777567227	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXtNfo1	-11.0640667955	-11.1049616001	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CKXtNfo1	-9.45944423724	-9.4849745963	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXsNfo1	-10.9630621216	-10.9742184295	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CBXmNvn1	-11.9801458493	-12.0625182496	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1	-10.8870474769	-10.8909574476	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1	-11.507935334	-11.557853423	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1	-12.2503900981	-12.4456068082	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXtNfo1	-9.95453386585	-9.97249905729	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CKXtNfo1	-10.3528659792	-10.3849862215	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXsNfo1	-10.3222806507	-10.3446263827	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CBXmNvn1	-12.6529010002	-12.7331667686	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1	-10.811941355	-10.8481532387	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1	-11.1566305393	-11.1585217265	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXrNvo1	-12.6551834632	-12.6173654882	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXtNfo1	-13.2436242057	-13.2938881891	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CKXtNfo1	-12.346728944	-12.3829388126	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXsNfo1	-13.2280089726	-13.3912120145	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CBXmNvn1	-12.6658684798	-12.757002005	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1	-11.8358629305	-11.8627785617	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1	-15.4021066646	-15.4561261658	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-15.6571809278	-15.8043840459	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-19.6511125508	-19.8477062207	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-17.2610629335	-17.4985449652	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-15.6043633559	-15.6718276798	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-17.665659096	-17.7809626823	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-13.8889583992	-13.9037303581	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-16.4449252551	-16.4876220032	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-17.1624844283	-17.2073932575	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-18.4504049699	-18.5230175294	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-12.8792137198	-12.8701692364	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-13.9584729521	-13.9699602296	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-10.988812331	-10.9904928925	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-12.6059336492	-12.6327968666	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-13.0995109999	-13.1142087932	"
"CMUDict10000	CBXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-13.6185045489	-13.6540072552	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXtNfo1	-11.3108243938	-11.3502949418	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CKXtNfo1	-9.70620182916	-9.73030793806	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXsNfo1	-11.2098197117	-11.2195517713	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CBXmNvn1	-12.2269034173	-12.3078515914	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1	-11.1338050708	-11.1362907894	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1	-11.7546929196	-11.8031867648	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1	-12.4971476869	-12.6909401499	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXtNfo1	-11.1838221663	-11.2019110604	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CKXtNfo1	-11.5821542801	-11.6143982246	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXsNfo1	-11.5515689485	-11.5740383859	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CBXmNvn1	-13.8821892782	-13.9625787718	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1	-12.0412296532	-12.0775652418	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1	-12.3859188338	-12.3879337297	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXrNvo1	-13.88447176	-13.8467774914	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXtNfo1	-11.772996545	-11.8162201274	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CKXtNfo1	-10.8761012803	-10.9052707509	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXsNfo1	-11.7573813043	-11.9135439528	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CBXmNvn1	-11.1952407995	-11.2793339434	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1	-10.3652352615	-10.3851105001	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1	-13.9314789908	-13.9784581042	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-15.9039385166	-16.0497173877	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-19.8978701396	-20.0930395625	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-17.5078205223	-17.7438783069	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-15.8511209415	-15.9171610215	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-17.9124166816	-18.0262960241	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-15.1182466937	-15.1331423612	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-17.6742135496	-17.7170340064	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-15.6918567546	-15.7297251959	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-16.9797772961	-17.0453494678	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-13.1259713138	-13.1155025781	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-14.2052305461	-14.2152935714	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-12.2181006291	-12.2199048956	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-13.8352219473	-13.8622088697	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-11.6288833308	-11.6365407315	"
"CMUDict10000	CTXtNfo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-12.1478768798	-12.1763391936	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXtNfo1	-11.6015162043	-11.6091163282	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CKXtNfo1	-9.9968936397	-9.9891293244	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXsNfo1	-11.5005115222	-11.4783731576	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CBXmNvn1	-12.5175952278	-12.5666729777	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXmNvn1	-11.4244968814	-11.3951121757	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1	-12.0453847302	-12.0620081511	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1	-12.7878394974	-12.9497615363	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXtNfo1	-11.5895334834	-11.6539288203	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CKXtNfo1	-11.9878655972	-12.0664159844	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXsNfo1	-11.9572802656	-12.0260561457	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CBXmNvn1	-14.2879005953	-14.4145965316	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXmNvn1	-12.4469409703	-12.5295830017	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1	-12.7916301509	-12.8399514895	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXrNvo1	-14.2901830771	-14.2987952512	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXtNfo1	-13.2959660161	-13.2902104273	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CKXtNfo1	-12.3990707514	-12.3792610508	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXsNfo1	-13.2803507753	-13.3875342527	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CBXmNvn1	-12.7182102705	-12.7533242432	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXmNvn1	-11.8882047325	-11.8591007999	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1	-15.4544484619	-15.452448404	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXtNfo1	-16.1946303271	-16.308538774	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CKXtNfo1	-20.1885619501	-20.3518609488	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXrNvo1 CTXsNfo1	-17.7985123329	-18.0026996933	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXtNfo1	-16.1418127521	-16.1759824079	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXlLvo1 CTXsNfo1	-18.2031084922	-18.2851174104	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXtNfo1	-15.5239580108	-15.585160121	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXlLvo1 CTXsNfo1	-18.0799248667	-18.1690517662	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXtNfo1	-17.2148262257	-17.2037154957	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXlLvo1 CTXsNfo1	-18.5027467672	-18.5193397676	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXtNfo1	-13.4166631243	-13.3743239645	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VEYuNvo1 CTXmNvn1 CTXsNfo1	-14.4959223566	-14.4741149577	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXtNfo1	-12.6238119462	-12.6719226555	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VBYuNvo1 CTXmNvn1 CTXsNfo1	-14.2409332644	-14.3142266296	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXtNfo1	-13.1518528019	-13.1105310313	"
"CMUDict10000	CTXtNvo1 CTXrNvo1 VAYuNvo1 CTXmNvn1 CTXsNfo1	-13.6708463509	-13.6503294934	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXtNfo1	-12.3230883014	-12.3981986573	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CKXtNfo1	-11.5857253558	-11.6522832258	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CTXsNfo1	-11.7569564993	-11.8098569921	"
"CMUDict10000	CTXsNfo1 CBXmNvn1 VEYuNvo1 CBXmNvn1	-16.0873339326	-16.8209226204	"
